编号,开始答题时间,结束答题时间,答题时长,1.您所在社区目前**是否已设置**“快递包装共享回收箱”？,2.您**每月收到的快递数量**,3.**过去 30 天**您使用回收箱的次数,4.您投入的主要包装类型（可多选）:纸箱,4.您投入的主要包装类型（可多选）:塑料袋/快递袋,4.您投入的主要包装类型（可多选）:填充物,4.您投入的主要包装类型（可多选）:其他,5.您在使用回收箱时遇到的**主要障碍**（可多选）:位置不便,5.您在使用回收箱时遇到的**主要障碍**（可多选）:排队/拥堵,5.您在使用回收箱时遇到的**主要障碍**（可多选）:不清楚可回收物,5.您在使用回收箱时遇到的**主要障碍**（可多选）:无奖励,5.您在使用回收箱时遇到的**主要障碍**（可多选）:卫生差,5.您在使用回收箱时遇到的**主要障碍**（可多选）:担心信息泄露,5.您在使用回收箱时遇到的**主要障碍**（可多选）:其他,6.若将回收服务成本计入物业费，您是否接受每月物业费**相比当前增加不超过2元**？,7.您的性别,8.您的年龄,9.您的最高学历,10.您的职业,11.感知有用性:显著减少生活垃圾,11.感知有用性:提升社区形象,11.感知有用性:节省处理时间,11.感知有用性:助力双碳目标,12.感知便利性:投递步骤易懂,12.感知便利性:回收箱离家距离近,12.感知便利性:开放时间充足,13.感知风险性:担心个人信息泄露,13.感知风险性:担心箱体卫生导致虫鼠,13.感知风险性:担心未来产生额外收费,14.感知趣味性:投递过程让我心情愉快,14.感知趣味性:完成投递让我有成就感,15.信任程度:相信包装会被妥善处理,15.信任程度:相信积分/奖励可正常兑换,15.信任程度:相信平台的数据隐私保护,16.主观规范:家人朋友赞成,16.主观规范:社区干部建议,16.主观规范:邻居使用影响,16.主观规范:媒体宣传倡导,17.环境责任:环保是个人责任,17.环境责任:在意包装浪费,17.环境责任:为后代保护环境,17.环境责任:愿减少一次性用品,18.使用习惯:已形成习惯性投递,18.使用习惯:不回收会感到不自在,18.使用习惯:回收行为对我来说很自然,19.激励方案兴趣度:现金红包,19.激励方案兴趣度:积分商城,19.激励方案兴趣度:快递费减免,19.激励方案兴趣度:绿色碳积分,19.激励方案兴趣度:公益植树,19.激励方案兴趣度:社区荣誉排行,19.激励方案兴趣度:物业费折扣,19.激励方案兴趣度:抽盲盒,19.激励方案兴趣度:商家优惠券,19.激励方案兴趣度:二手盒返现,20.未来使用意向:每月持续使用,20.未来使用意向:高频使用意愿,20.未来使用意向:无奖励坚持,20.未来使用意向:社交分享,20.未来使用意向:志愿推广,21.您认为**最有效的激励方案**是什么？请简述原因。,22.其他建议或补充意见,语言,清洗数据结果,智能清洗数据无效概率,地理位置国家和地区,地理位置省,地理位置市,自定义字段,IP,UA,Referrer
154,2025/5/8  00:42:00,2025/5/8  00:52:00,599,A.是,B.4-6个,A.0次,A.纸箱,,,,A.位置不便,B.排队/拥堵,,,,,,C.视服务质量而定,A.男,A.15-20,C.大专,A.学生,D.同意,C.一般,A.非常不同意,D.同意,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,B.不同意,E.非常同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,D.同意,D.同意,E.非常同意,C.一般,B.不同意,C.一般,E.非常同意,B.不同意,E.非常同意,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,没有,无,简体中文,未清洗,,中国,四川省,绵阳市,,222.208.79.31,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
153,2025/5/7  11:55:00,2025/5/7  11:58:00,195,A.是,B.4-6个,A.0次,A.纸箱,B.塑料袋/快递袋,,,,,,D.无奖励,E.卫生差,,,A.是,A.男,E.36-45,D.本科,C.自由职业,C.一般,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,A.非常不同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,B.不同意,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,没有,我只拿小件快递，很少用大纸箱，能否把空泡沫填充物也纳入奖励范围？,简体中文,未清洗,,中国,广东省,深圳市,,183.15.21.29,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170",
152,2025/5/7  12:58:00,2025/5/7  13:08:00,607,B.否,C.7-10个,,,,,,,,,,,,,A.是,A.男,A.15-20,C.大专,A.学生,C.一般,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,B.不同意,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,D.同意,E.非常同意,E.非常同意,B.不同意,C.一般,D.同意,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,B.不同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,无,,简体中文,未清洗,,中国,浙江省,杭州市,,115.236.78.240,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170",
151,2025/5/8  08:44:00,2025/5/8  08:58:00,844,B.否,B.4-6个,,,,,,,,,,,,,C.视服务质量而定,A.男,D.31-35,B.高中/中专,B.全职上班族,C.一般,B.不同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,E.非常同意,D.同意,A.非常不同意,C.一般,C.一般,C.一般,D.同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,A.非常不同意,C.一般,D.同意,B.不同意,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,A.非常不同意,C.一般,没有,箱体材质容易被太阳晒变形，夏天常见门关不严，需要改用耐热材料。,简体中文,未清洗,,中国,四川省,成都市,,125.64.200.62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.18.1773(0x3231A3FF) WindowsWechat(0x7099D6FF) XWEB/55326 Flue",
150,2025/5/7  03:17:00,2025/5/7  03:31:00,885,A.是,B.4-6个,A.0次,A.纸箱,,,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,D.无奖励,E.卫生差,,,A.是,B.女,B.21-25,D.本科,A.学生,A.非常不同意,D.同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,E.非常同意,B.不同意,C.一般,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,E.非常同意,C.一般,没有,没有,简体中文,未清洗,,中国,山东省,青岛市,,60.208.5.140,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170",
149,2025/5/7  21:44:00,2025/5/7  21:51:00,450,A.是,B.4-6个,A.0次,,,C.填充物,,A.位置不便,,C.不清楚可回收物,,,,,A.是,A.男,C.26-30,F.博士,B.全职上班族,E.非常同意,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,E.非常同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,B.不同意,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,无,小区有两处楼梯间闲置，可改造成室内回收点，雨天也能用，比室外那台方便得多。,简体中文,未清洗,,中国,广东省,深圳市,,183.15.228.84,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
148,2025/5/7  13:37:00,2025/5/7  13:51:00,848,A.是,B.4-6个,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,,,B.排队/拥堵,,,E.卫生差,,,A.是,B.女,C.26-30,A.初中及以下,C.自由职业,C.一般,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,D.同意,C.一般,A.非常不同意,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,直接抵扣物业费最有效，因为和日常支出挂钩，感觉立马省钱。,回收口离地太高，孕妇或轮椅用户难以够到，应考虑无障碍设计。,简体中文,未清洗,,中国,山东省,青岛市,,60.208.126.88,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
147,2025/5/7  10:41:00,2025/5/7  10:48:00,404,A.是,B.4-6个,A.0次,A.纸箱,,,,A.位置不便,,,,,,,A.是,B.女,C.26-30,B.高中/中专,C.自由职业,E.非常同意,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,A.非常不同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,D.同意,D.同意,B.不同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,B.不同意,D.同意,E.非常同意,E.非常同意,A.非常不同意,D.同意,C.一般,D.同意,B.不同意,无,担心个人信息泄露，最好提供免费隐私贴纸或碎纸服务。,简体中文,未清洗,,中国,江苏省,南京市,,180.97.79.53,"Mozilla/5.0 (Linux; Android 12; M2012K11C Build/HUAWEICPH2607; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.57 MQQBrowser/6.2 TBS/077767 Mobile Safari/537.36 V1_AND_SQ_9.1.60_YYB_D QQ/9.1.60.52320 NetType/4G WebP/0.3.0 A",
146,2025/5/7  12:03:00,2025/5/7  12:07:00,229,A.是,C.7-10个,C.3-5次,A.纸箱,,,,A.位置不便,,,D.无奖励,,,,A.是,B.女,B.21-25,A.初中及以下,A.学生,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,A.非常不同意,A.非常不同意,E.非常同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,B.不同意,D.同意,C.一般,C.一般,B.不同意,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,A.非常不同意,D.同意,D.同意,B.不同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,没有,没有,简体中文,未清洗,,中国,上海市,上海市,,101.226.150.59,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.46(0x7B88) NetType/5G Language/zh_CN",
145,2025/5/7  05:58:00,2025/5/7  06:07:00,554,A.是,D.10个以上,C.3-5次,,,C.填充物,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,,,,,C.视服务质量而定,A.男,C.26-30,B.高中/中专,B.全职上班族,D.同意,E.非常同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,D.同意,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,D.同意,C.一般,D.同意,D.同意,E.非常同意,A.非常不同意,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,B.不同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,D.同意,C.一般,B.不同意,B.不同意,C.一般,E.非常同意,D.同意,D.同意,没有,无,简体中文,未清洗,,中国,山东省,青岛市,,60.208.254.124,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
144,2025/5/8  05:24:00,2025/5/8  05:34:00,620,A.是,B.4-6个,B.1-2次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,C.不清楚可回收物,D.无奖励,,F.担心信息泄露,,C.视服务质量而定,B.女,C.26-30,D.本科,B.全职上班族,C.一般,C.一般,C.一般,C.一般,D.同意,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,B.不同意,C.一般,D.同意,E.非常同意,C.一般,D.同意,C.一般,A.非常不同意,D.同意,E.非常同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,B.不同意,C.一般,C.一般,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,E.非常同意,D.同意,D.同意,D.同意,C.一般,没有,,简体中文,未清洗,,中国,福建省,福州市,,27.159.125.35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.15.1713(0xB0D4C3FF) WindowsWechat(0xE93076FF) XWEB/38623 Flue",
143,2025/5/8  07:18:00,2025/5/8  07:25:00,414,B.否,C.7-10个,,,,,,,,,,,,,A.是,B.女,A.15-20,D.本科,A.学生,C.一般,D.同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,B.不同意,D.同意,B.不同意,D.同意,E.非常同意,C.一般,D.同意,A.非常不同意,D.同意,D.同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,A.非常不同意,D.同意,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,A.非常不同意,D.同意,无,建议每月公布社区回收排行，设“环保明星楼栋”评比，激励整栋人。,简体中文,未清洗,,中国,山东省,青岛市,,60.208.125.8,"Mozilla/5.0 (Linux; Android 15; RMX3841 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.90 Mobile Safari/537.36 XWEB/1414507 MMWEBSDK/20240516 MMWEBID/2698 MicroMessenger/8.0.46.2800(0x2800D7E0) WeChat/arm64",
142,2025/5/8  19:47:00,2025/5/8  19:57:00,576,B.否,A.1-3个,,,,,,,,,,,,,B.否,B.女,C.26-30,C.大专,C.自由职业,A.非常不同意,E.非常同意,D.同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,D.同意,E.非常同意,E.非常同意,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,D.同意,D.同意,无,无,简体中文,未清洗,,中国,湖北省,武汉市,,111.174.58.129,"Mozilla/5.0 (iPad; CPU OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x45B6) NetType/5G Language/zh_CN",
141,2025/5/8  03:46:00,2025/5/8  03:56:00,573,A.是,B.4-6个,E.10次以上,A.纸箱,,,D.其他,,,,,,,,A.是,A.男,D.31-35,D.本科,B.全职上班族,C.一般,C.一般,C.一般,E.非常同意,D.同意,D.同意,B.不同意,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,A.非常不同意,D.同意,E.非常同意,B.不同意,D.同意,C.一般,D.同意,C.一般,D.同意,,,简体中文,未清洗,,中国,江苏省,苏州市,,180.104.107.122,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
140,2025/5/8  20:14:00,2025/5/8  20:22:00,474,A.是,D.10个以上,A.0次,A.纸箱,B.塑料袋/快递袋,,,,,C.不清楚可回收物,D.无奖励,E.卫生差,,,A.是,A.男,C.26-30,D.本科,B.全职上班族,E.非常同意,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,D.同意,E.非常同意,A.非常不同意,A.非常不同意,C.一般,E.非常同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,B.不同意,E.非常同意,B.不同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,没有,如果能像垃圾分类那样设置违规扣分，或许能让大家更规范折叠纸箱。,简体中文,未清洗,,中国,北京市,北京市,,36.112.36.200,"Mozilla/5.0 (Linux; Android 12; V2219A Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.131 Mobile Safari/537.36 XWEB/1544889 MMWEBSDK/20241019 MMWEBID/3293 MicroMessenger/8.0.50.2800(0x2800AD56) WeChat/arm64",
139,2025/5/7  18:51:00,2025/5/7  18:54:00,162,A.是,D.10个以上,C.3-5次,,B.塑料袋/快递袋,,D.其他,A.位置不便,,,,,,,A.是,B.女,B.21-25,D.本科,A.学生,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,D.同意,A.非常不同意,D.同意,B.不同意,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,,,简体中文,未清洗,,中国,广东省,广州市,,14.215.251.186,"Mozilla/5.0 (Linux; Android 12; CPH2607 Build/HUAWEICPH2607; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.195 MQQBrowser/6.2 TBS/086301 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.48420 NetType/4G WebP/0.3.0 A",
138,2025/5/8  03:21:00,2025/5/8  03:28:00,418,B.否,D.10个以上,,,,,,,,,,,,,C.视服务质量而定,B.女,B.21-25,E.硕士,B.全职上班族,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,A.非常不同意,C.一般,E.非常同意,E.非常同意,B.不同意,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,B.不同意,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,B.不同意,E.非常同意,B.不同意,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,投一次种一棵云端树，由平台在荒漠种植，公益庄严感。,无,简体中文,未清洗,,中国,北京市,北京市,,36.112.105.241,"Mozilla/5.0 (Linux; Android 15; PD2296 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.215 Mobile Safari/537.36 XWEB/1498492 MMWEBSDK/20240422 MMWEBID/3291 MicroMessenger/8.0.52.2800(0x2800137F) WeChat/arm64",
137,2025/5/6  22:30:00,2025/5/6  22:32:00,170,B.否,C.7-10个,,,,,,,,,,,,,A.是,B.女,C.26-30,B.高中/中专,B.全职上班族,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,D.同意,B.不同意,E.非常同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,E.非常同意,E.非常同意,B.不同意,C.一般,C.一般,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,B.不同意,C.一般,,无,简体中文,未清洗,,中国,北京市,北京市,,36.112.116.114,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.15.1705(0x59F63FFF) WindowsWechat(0x5EBC02FF) XWEB/41565 Flue",
136,2025/5/7  15:06:00,2025/5/7  15:20:00,797,B.否,B.4-6个,,,,,,,,,,,,,B.否,A.男,F.46及以上,A.初中及以下,C.自由职业,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,E.非常同意,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,B.不同意,A.非常不同意,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,B.不同意,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,A.非常不同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,D.同意,没有,无,简体中文,未清洗,,中国,广东省,广州市,,14.215.139.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.15.1720(0xF6E1E8FF) WindowsWechat(0x25DD07FF) XWEB/64286 Flue",
135,2025/5/8  17:44:00,2025/5/8  17:48:00,213,A.是,C.7-10个,A.0次,,,,,,,,,E.卫生差,,,A.是,A.男,E.36-45,B.高中/中专,C.自由职业,C.一般,C.一般,B.不同意,B.不同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,B.不同意,D.同意,C.一般,C.一般,C.一般,C.一般,A.非常不同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,E.非常同意,A.非常不同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,“环保里程”与运动步数挂钩，健康＋公益双重激励。,建议联合社区团购，把回收积分当团购优惠券，更有黏性。,简体中文,未清洗,,中国,上海市,上海市,,101.226.178.145,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.19.1726(0x498125FF) WindowsWechat(0xC33350FF) XWEB/17500 Flue",
134,2025/5/8  14:13:00,2025/5/8  14:21:00,463,A.是,A.1-3个,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,,,,C.不清楚可回收物,D.无奖励,E.卫生差,,,A.是,A.男,E.36-45,C.大专,B.全职上班族,E.非常同意,E.非常同意,B.不同意,C.一般,A.非常不同意,A.非常不同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,B.不同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,E.非常同意,,,简体中文,未清洗,,中国,四川省,成都市,,125.64.222.98,"Mozilla/5.0 (Linux; Android 15; CPH2607 Build/HUAWEIM2012K11C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.37 MQQBrowser/6.2 TBS/063137 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.0.50.41907 NetType/4G WebP/0.3.0 A",
133,2025/5/8  12:36:00,2025/5/8  12:46:00,612,A.是,B.4-6个,A.0次,A.纸箱,,,,A.位置不便,,,,,F.担心信息泄露,,C.视服务质量而定,B.女,D.31-35,C.大专,B.全职上班族,C.一般,A.非常不同意,E.非常同意,E.非常同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,A.非常不同意,E.非常同意,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,B.不同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,E.非常同意,E.非常同意,B.不同意,C.一般,D.同意,无,无,简体中文,未清洗,,中国,浙江省,杭州市,,115.236.163.202,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170",
132,2025/5/8  15:43:00,2025/5/8  15:45:00,127,A.是,D.10个以上,B.1-2次,,B.塑料袋/快递袋,C.填充物,,A.位置不便,,,D.无奖励,,F.担心信息泄露,,A.是,B.女,E.36-45,D.本科,B.全职上班族,B.不同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,D.同意,E.非常同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,A.非常不同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,无,无,简体中文,未清洗,,中国,上海市,上海市,,101.226.12.175,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
131,2025/5/7  22:52:00,2025/5/7  23:05:00,818,A.是,B.4-6个,C.3-5次,A.纸箱,B.塑料袋/快递袋,,,,,C.不清楚可回收物,,,,,B.否,B.女,B.21-25,D.本科,C.自由职业,E.非常同意,D.同意,C.一般,C.一般,D.同意,C.一般,D.同意,D.同意,E.非常同意,C.一般,C.一般,D.同意,A.非常不同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,A.非常不同意,C.一般,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,B.不同意,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,无,无,简体中文,未清洗,,中国,江苏省,苏州市,,180.104.202.19,"Mozilla/5.0 (Linux; Android 12; RMX3841 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.179 Mobile Safari/537.36 XWEB/1559615 MMWEBSDK/20230918 MMWEBID/1578 MicroMessenger/8.0.50.2800(0x28007754) WeChat/arm64",
